Centro,Municipio,Sitio,N�mero,T�tulo,F.Inicio,F.Fin,Especialidad,Elemento,Tecnologia,Tipo Equipo,Clave Cierre,SW,HW,C,AC,DC,PC,MTTO,AT,D,P,BT,Estado,Observaciones,descripcion,�tima Acci�n ,Tg (min)
CT SANTA CRUZ DEL NORTE,JARUCO,CT JARUCO,T20221009211137007,Grupo Electrogeno,09/10/2022 09:11:00 p.�m.,09/10/2022 11:49:00 p.�m.,"Energetica, Climatizacion y SPI",MG 50 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el AC en el sitio.,Grupo Electrogeno en funcionamiento por mas de 6h.,Restablece el AC en el sitio.,158
CT SAN JOSE DE LAS LAJAS,QUIVICAN,CT QUIVICAN,T20221009173712022,GE CT QUIVICAN en funcionamiento.,09/10/2022 05:37:00 p.�m.,09/10/2022 09:04:00 p.�m.,"Energetica, Climatizacion y SPI",MG 50 SSP,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el AC en el sitio.,GE CT QUIVICAN en funcionamiento por fallo de AC.,Restablece el AC en el sitio.,207
CT SANTA CRUZ DEL NORTE,MADRUGA,CT PIPIAN,T20221009150639039,GE CT PIPIAN en funcionamiento.,09/10/2022 03:06:00 p.�m.,09/10/2022 05:08:00 p.�m.,"Energetica, Climatizacion y SPI",MGTP 15 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el AC en el sitio.,GE CT PIPIAN en funcionamiento por fallo de AC.,Restablece el AC en el sitio.,122
CT SANTA CRUZ DEL NORTE,MADRUGA,CT MADRUGA,T20221009150532033,GE CT MADRUGA en funcionamiento.,09/10/2022 03:05:00 p.�m.,09/10/2022 05:08:00 p.�m.,"Energetica, Climatizacion y SPI",MG 25 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el AC en el sitio.,GE CT MADRUGA en funcionamiento por fallo de AC.,Restablece el AC en el sitio.,123
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT JIBACOA PUEBLO,T20221009150351074,GE CT JIBACOA PUEBLO en funcionamiento.,09/10/2022 03:03:00 p.�m.,09/10/2022 05:10:00 p.�m.,"Energetica, Climatizacion y SPI",MGTP 15 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el AC en el sitio.,GE CT JIBACOA PUEBLO en funcionamiento por fallo de AC.,Restablece el AC en el sitio.,127
CT GUINES,GUINES,CAI Amistad con los Pueblos,T20221009150152065,GE CAI Amistad con los Pueblos en funcionamiento.,09/10/2022 03:01:00 p.�m.,09/10/2022 05:06:00 p.�m.,"Energetica, Climatizacion y SPI",MGT 15 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el AC en el sitio.,GE CAI Amistad con los Pueblos en funcionamiento por fallo de AC.,Restablece el AC en el sitio.,125
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT CAMILO CIENFUEGOS,T20221009150022093,GE CT CAMILO CIENFUEGOS en funcionamiento. ,09/10/2022 03:00:00 p.�m.,09/10/2022 05:03:00 p.�m.,"Energetica, Climatizacion y SPI","MG 32,5 AA",GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el AC en el sitio.,GE CT CAMILO CIENFUEGOS en funcionamiento por fallo de AC.,Restablece el AC en el sitio.,123
CT GUINES,Guines,CT EL CANGRE,T20221009135200082,GE CT El Cangre trabajando.,09/10/2022 01:52:00 p.�m.,09/10/2022 03:35:00 p.�m.,"Energetica, Climatizacion y SPI",MG 15 SSL/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,15:35 h Restablece el AC en el sitio.,GE CT El Cangre trabajando por mas de 6 hrs.,15:35 h Restablece el AC en el sitio.,103
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT BOCA DE JARUCO,T20221009134910049,GE CT BOCA DE JARUCO trabajando.,09/10/2022 01:49:00 p.�m.,09/10/2022 02:10:00 p.�m.,"Energetica, Climatizacion y SPI",MG 25 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el AC en el sitio.,GE CT BOCA DE JARUCO trabajando por mas de 6 hrs.,14:10 h restablece el AC en el sitio.,21
CT GUINES,GUINES,CT GUINES,T20221009134653073,GE CT GUINES trabajando. ,09/10/2022 01:46:00 p.�m.,09/10/2022 03:15:00 p.�m.,"Energetica, Climatizacion y SPI",MG 115 AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,15:14 h Restablece el AC en el sitio.,GE CT GUINES trabajando por mas de 6 hrs.,15:14 h Restablece el AC en el sitio.,89
CT SAN JOSE DE LAS LAJAS,QUIVICAN,CT LA SALUD,T20221009075353070,GE en servicio por m�s de 6 Hrs,09/10/2022 06:53:00 a.�m.,09/10/2022 11:23:00 a.�m.,"Energetica, Climatizacion y SPI",MG 25 SS/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el AC en sitio.,se fue la corriente en el sitio por deficit energetico por mas de 6 horas.  fallo de ac desde las 1:40,Restablece el AC en el sitio.,270
CT GUINES,SAN NICOLAS,CT SAN NICOLAS DE BARI,T20221009075148064,GE en servicio por m�s de 6 Hrs,08/10/2022 11:51:00 p.�m.,09/10/2022 02:13:00 p.�m.,"Energetica, Climatizacion y SPI",MG 25 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el AC en el sitio.,se fue la corriente en el sitio por deficit energetico por mas de 6 horas.  fallo de ac desde las 23:33,14:13 h Restablece el AC en el sitio.,862
CT GUINES,GUINES,CONSEJO POPULAR NO. 1 GN,T20221008121731081,sitio fuera de servicio por fallo de ac,08/10/2022 12:17:00 p.�m.,08/10/2022 02:00:00 p.�m.,Core,Outdoor AXE,AXE,URA,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,se restablecio la corriente en el sitio,se fue la corriente en el sitio por deficit energetico y se descargaron las baterias.,se restablecio la corriente en el sitio,103
CT SAN JOSE DE LAS LAJAS,QUIVICAN,CT LA SALUD,T20221008121602081,grupo en funcionamiento por mas de 6 horas por deficit energetico,08/10/2022 12:16:00 p.�m.,08/10/2022 05:00:00 p.�m.,"Energetica, Climatizacion y SPI",MG 25 SS/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,se restablecio la corriente en el sitio. todo salio ok.,se fue la corriente en el sitio por deficit energetico por mas de 6 horas.  fallo de ac desde las 9:07,Retorno AC al Sitio.,284
CT SANTA CRUZ DEL NORTE,JARUCO,CT JARUCO,T20221008121433017, grupo en funcionamiento por mas de 6 horas por deficit energetico,08/10/2022 12:14:00 p.�m.,08/10/2022 02:03:00 p.�m.,"Energetica, Climatizacion y SPI",MG 50 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,se restablecio la corriente en el sitio,se fue la corriente en el sitio por deficit energetico por mas de 6 horas.  fallo de ac desde las 6:06,se restablecio la corriente en el sitio,109
CT SANTA CRUZ DEL NORTE,MADRUGA,CT MADRUGA,T20221008121244051, grupo en funcionamiento por mas de 6 horas por deficit energetico,08/10/2022 12:12:00 p.�m.,08/10/2022 04:00:00 p.�m.,"Energetica, Climatizacion y SPI",MG 25 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,se restablecio el ac,se fue la corriente en el sitio por deficit energetico por mas de 6 horas.  fallo de ac desde las 4:33,Retorno AC al Sitio.,228
CT GUINES,GUINES,CAI Amistad con los Pueblos,T20221008121133001,grupo en funcionamiento por mas de 6 horas por deficit energetico,08/10/2022 12:11:00 p.�m.,08/10/2022 01:00:00 p.�m.,"Energetica, Climatizacion y SPI",MGT 15 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,se restablecio la corriente en el sitio,se fue la corriente en el sitio por deficit energetico por mas de 6 horas.  fallo de ac desde las 4:37,se restablecio la corriente en el sitio,49
CT SANTA CRUZ DEL NORTE,MADRUGA,CT PIPIAN,T20221008120942031,grupo en funcionamiento por mas de 6 horas por deficit energetico,08/10/2022 12:09:00 p.�m.,08/10/2022 04:00:00 p.�m.,"Energetica, Climatizacion y SPI",MGTP 15 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,se restablecio la corriente en el sitio.,se fue la corriente en el sitio por deficit energetico por mas de 6 horas.  fallo de ac desde las 4:37,Retorno AC al Sitio.,231
CT GUINES,BATABANO,CT BATABANO,T20221008120644044,grupo en funcionamiento por mas de 6 horas por deficit energetico,08/10/2022 12:06:00 p.�m.,08/10/2022 02:00:00 p.�m.,"Energetica, Climatizacion y SPI",MGTP 50 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,se restablecio la corriente en el sitio,se fue la corriente en el sitio por deficit energetico por mas de 6 horas.  fallo de ac desde las 4:33,se restablecio la corriente en el sitio,114
CT GUINES,Melena del Sur,RBS LA LUISA,T20221008072619030,RBS interrumpida,08/10/2022 07:26:00 a.�m.,08/10/2022 04:00:00 p.�m.,Acceso,RBS 2106,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,se restablecio la corriente en el sitio y despues de cargarse las baterias todo quedo ok.,Se interrumpe la RBS por fallo ac en el sitio,se restablecio la corriente en el sitio y luego que las baterias cogieran el minimo de carga todo salio ok. ,514
CT GUINES,Guines,RBS CENTRO ESCOLAR,T20221008072436074,RBS interrumpida,07/10/2022 06:24:00 p.�m.,08/10/2022 05:00:00 p.�m.,Acceso,RBS 6301,RADIOBASE,Movil,SW,1,0,0,0,0,0,0,0,0,0,0,CERRADO,se dio un restar al minilink y se restablecieron los servicios,Se interrumpe la RBS por fallo Ac en el sitio,se dio un restar al minilink del sitio. todo salio ok. ,1356
CT SAN JOSE DE LAS LAJAS,BEJUCAL,CT BEJUCAL,T20221007170324009,Grupo Electr�geno se apag� ,07/10/2022 05:03:00 p.�m.,05/04/2023 12:00:00 p.�m.,"Energetica, Climatizacion y SPI",MG 45 SSP/AA,GREYMO,Grupos Electrogenos,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,Sustituci�n del Grupo Electr�geno,"Grupo Electr�geno se apag� habiendo fallo de ac en el sitio, el sitio se encuentra trabajando con bater�as.",Sustituci�n del Grupo Electr�geno,258897
CT GUINES,GUINES,CAI Amistad con los Pueblos,T20221007071253018,GE en servicio por m�s de 6 Hrs,07/10/2022 07:05:00 a.�m.,07/10/2022 08:02:00 a.�m.,"Energetica, Climatizacion y SPI",MGT 15 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs,Retorno AC al Sitio.,57
CT GUINES,GUINES,CONSEJO POPULAR NO. 1 GN,T20221007013841065,Sitio fuera de servicio por fallo AC,07/10/2022 01:05:00 a.�m.,07/10/2022 08:06:00 a.�m.,Core,Outdoor AXE,AXE,URA,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,Sitio fuera de servicio por fallo AC,Retorno AC al Sitio.,421
CT GUINES,GUINES,CT GUINES,T20221007015522061,GE en servicio por m�s de 6 Hrs,07/10/2022 01:00:00 a.�m.,07/10/2022 03:38:00 a.�m.,"Energetica, Climatizacion y SPI",MG 115 AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs,Retorno AC al Sitio.,158
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT JIBACOA PUEBLO,T20221007015351045,GE en servicio por m�s de 6 Hrs,07/10/2022 12:52:00 a.�m.,07/10/2022 03:29:00 a.�m.,"Energetica, Climatizacion y SPI",MGTP 15 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs,Retorno AC al Sitio.,157
CT GUINES,Guines,CT EL CANGRE,T20221007003316058,GE en servicio por m�s de 6 Hrs,07/10/2022 12:13:00 a.�m.,07/10/2022 03:56:00 a.�m.,"Energetica, Climatizacion y SPI",MG 15 SSL/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs,Retorno AC al Sitio.,223
CT GUINES,SAN NICOLAS,CT SAN NICOLAS DE BARI,T20221007003417006,GE en servicio por m�s de 6 Hrs,07/10/2022 12:13:00 a.�m.,07/10/2022 03:56:00 a.�m.,"Energetica, Climatizacion y SPI",MG 25 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs,Retorno AC al Sitio.,223
CT SAN JOSE DE LAS LAJAS,BEJUCAL,CT BEJUCAL,T20221007003220072,GE en servicio por m�s de 6 Hrs,07/10/2022 12:08:00 a.�m.,07/10/2022 01:48:00 a.�m.,"Energetica, Climatizacion y SPI",MG 45 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs,Retorno AC al Sitio.,100
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT CAMILO CIENFUEGOS,T20221007003101012,GE en servicio por m�s de 6 Hrs,07/10/2022 12:04:00 a.�m.,07/10/2022 01:35:00 a.�m.,"Energetica, Climatizacion y SPI","MG 32,5 AA",GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs,Retorno AC al Sitio.,91
CT SANTA CRUZ DEL NORTE,JARUCO,CT JARUCO,T20221006231625011,GE en servicio por m�s de 6 Hrs,06/10/2022 11:16:00 p.�m.,07/10/2022 01:11:00 a.�m.,"Energetica, Climatizacion y SPI",MG 50 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs,Retorno AC al Sitio.,115
CT SANTA CRUZ DEL NORTE,JARUCO,CT CARABALLO,T20221006231432043,GE en servicio por m�s de 6 Hrs,06/10/2022 11:15:00 p.�m.,07/10/2022 01:11:00 a.�m.,"Energetica, Climatizacion y SPI",MGTP 15 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs,Retorno AC al Sitio.,116
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT BOCA DE JARUCO,T20221006224436016,GE en servicio por m�s de 6 Hrs,06/10/2022 10:23:00 p.�m.,07/10/2022 01:12:00 a.�m.,"Energetica, Climatizacion y SPI",MG 25 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs,Retorno AC al Sitio.,169
CT SAN JOSE DE LAS LAJAS,QUIVICAN,CT QUIVICAN,T20221006220901010,GE en servicio por m�s de 6 Hrs,06/10/2022 10:00:00 p.�m.,07/10/2022 12:58:00 p.�m.,"Energetica, Climatizacion y SPI",MG 50 SSP,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs,Retorno AC al Sitio.,898
CT GUINES,NUEVA PAZ,CT NUEVA PAZ,T20221006202811070,GE en servicio por m�s de 6 Hrs,06/10/2022 08:07:00 p.�m.,06/10/2022 09:44:00 p.�m.,"Energetica, Climatizacion y SPI",MG 50 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs,Retorno AC al Sitio.,97
CT GUINES,GUINES,CT CATALINA DE GUINES,T20221006202908004,GE en servicio por m�s de 6 Hrs,06/10/2022 08:06:00 p.�m.,06/10/2022 10:02:00 p.�m.,"Energetica, Climatizacion y SPI",MG 25 AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs,Retorno AC al Sitio.,116
CT SANTA CRUZ DEL NORTE,MADRUGA,CT MADRUGA,T20221006202539021,GE en servicio por m�s de 6 Hrs,06/10/2022 07:46:00 p.�m.,06/10/2022 08:59:00 p.�m.,"Energetica, Climatizacion y SPI",MG 25 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs,Retorno AC al Sitio.,73
CT SANTA CRUZ DEL NORTE,MADRUGA,CT PIPIAN,T20221006202659005,GE en servicio por m�s de 6 Hrs,06/10/2022 07:46:00 p.�m.,06/10/2022 08:59:00 p.�m.,"Energetica, Climatizacion y SPI",MGTP 15 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs,Retorno AC al Sitio.,73
CT SAN JOSE DE LAS LAJAS,QUIVICAN,CT LA SALUD,T20221007015626009,GE en servicio por m�s de 6 Hrs,06/10/2022 07:29:00 p.�m.,07/10/2022 03:40:00 a.�m.,"Energetica, Climatizacion y SPI",MG 25 SS/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs,Retorno AC al Sitio.,491
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,OUTDOOR JAMAICA,T20221006181548094,Sitio fuera de servicio por fallo AC,06/10/2022 06:07:00 p.�m.,06/10/2022 08:10:00 p.�m.,Core,Outdoor AXE,AXE,URA,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,Sitio fuera de servicio por fallo AC,Retorno AC al Sitio.,123
CT GUINES,GUINES,CAI Amistad con los Pueblos,T20221006125710023,GE en servicio por m�s de 6 Hrs.,06/10/2022 05:05:00 p.�m.,06/10/2022 07:27:00 p.�m.,"Energetica, Climatizacion y SPI",MGT 15 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs por fallo de ac.,Retorno AC al Sitio.,142
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,SANTA ANA,T20221006170205030,Sitio fuera de servicio por fallo AC,06/10/2022 04:57:00 p.�m.,06/10/2022 07:16:00 p.�m.,Core,Outdoor AXE,AXE,URA,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,Sitio fuera de servicio por fallo AC,Retorno AC al Sitio.,139
CT GUINES,GUINES,CT GUINES,T20221006125351093,GE en servicio por m�s de 6 Hrs.,06/10/2022 03:08:00 p.�m.,06/10/2022 03:19:00 p.�m.,"Energetica, Climatizacion y SPI",MG 115 AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs por fallo de ac.,Retorno AC al Sitio.,11
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT JIBACOA PUEBLO,T20221006125230021,GE en servicio por m�s de 6 Hrs.,06/10/2022 03:03:00 p.�m.,06/10/2022 03:19:00 p.�m.,"Energetica, Climatizacion y SPI",MGTP 15 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs por fallo de ac.,Retorno AC al Sitio.,16
CT SANTA CRUZ DEL NORTE,JARUCO,CT CARABALLO,T20221006124817076,GE en servicio por m�s de 6 Hrs.,06/10/2022 12:48:00 p.�m.,06/10/2022 01:02:00 p.�m.,"Energetica, Climatizacion y SPI",MGTP 15 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs por fallo de ac.,Retorno AC al Sitio.,14
CT SAN JOSE DE LAS LAJAS,BEJUCAL,CT BEJUCAL,T20221006124946093,GE en servicio por m�s de 6 Hrs.,06/10/2022 12:18:00 p.�m.,06/10/2022 01:56:00 p.�m.,"Energetica, Climatizacion y SPI",MG 45 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs por fallo de ac.,Retorno AC al Sitio.,98
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT CAMILO CIENFUEGOS,T20221006124643084,GE en servicio por m�s de 6 Hrs,06/10/2022 12:13:00 p.�m.,06/10/2022 12:58:00 p.�m.,"Energetica, Climatizacion y SPI","MG 32,5 AA",GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs por fallo de ac.,Retorno AC al Sitio.,45
CT SANTA CRUZ DEL NORTE,JARUCO,CT JARUCO,T20221006124448020,GE en servicio por m�s de 6 Hrs,06/10/2022 12:08:00 p.�m.,06/10/2022 12:57:00 p.�m.,"Energetica, Climatizacion y SPI",MG 50 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs por fallo de ac.,Retorno AC al Sitio.,49
CT GUINES,Guines,CT EL CANGRE,T20221006124154057,GE en servicio por m�s de 6 Hrs,06/10/2022 12:05:00 p.�m.,06/10/2022 01:52:00 p.�m.,"Energetica, Climatizacion y SPI",MG 15 SSL/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs,Retorno AC al Sitio.,107
CT GUINES,SAN NICOLAS,CT SAN NICOLAS DE BARI,T20221006124043007,GE en servicio por m�s de 6 Hrs,06/10/2022 12:00:00 p.�m.,06/10/2022 02:08:00 p.�m.,"Energetica, Climatizacion y SPI",MG 25 SSP/AA,GREYMO,Grupos Electrogenos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,GE en servicio por m�s de 6 Hrs,Retorno AC al Sitio.,128
CT GUINES,GUINES,CONSEJO POPULAR NO. 1 GN,T20221006113743026,Sitio fuera de servicio por fallo AC,06/10/2022 11:05:00 a.�m.,06/10/2022 07:30:00 p.�m.,Core,Outdoor AXE,AXE,URA,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al Sitio.,Sitio fuera de servicio por fallo AC,Retorno AC al Sitio.,505
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,CT SAN JOSE DE LAS LAJAS,T20221005153827039,Ticket de Ajuste para migrar VIP del servidor primario de San Jose del servicio de DNS APN Nauta.,05/10/2022 03:38:00 p.�m.,05/10/2022 06:00:00 p.�m.,Plataformas,DNS APN NAUTA,DNS,Plataforma,SW,1,0,0,0,0,0,0,0,0,0,0,CERRADO,OK,"Solicita Erik Perez Castillo la apertura de un Ticket de Ajuste para migrar VIP del servidor primario de San Jose del servicio de DNS APN Nauta para el servidor Fujitsu.

 

 

",Informa Erick Perez Cerrar tique ya que se migr� con �xito la VIP del servidor CISCO para el Server Fujitsu,142
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,CT SAN JOSE DE LAS LAJAS,T20221005073146033,Falla en componente del eSight de San Jos�,05/10/2022 07:31:00 a.�m.,17/01/2023 03:40:00 p.�m.,Core,UMG8900,UMG8900,MG Troncal,SW,1,0,0,0,0,0,0,0,0,0,0,CERRADO,OK,"Por favor, notificar a Pella por email.

 

Este tema no lo atiende nadie de conmutaci�n, esto es de infraestructura de TI. Lo que podemos hacer es llamarlo, si nos pueden facilitar un tel�fono, lo agradeceremos.

 

 

Detalle:

 

Fuente:San Jose FusionSphere OpenStack

Components: ceilometer.ceilometer-collector,log.log-server,HOST=Host01, cloud Service= OpenStack

 

Saludos,

 

Ing. Ren� Hiram Char�n Almeida",Informa Pella que el tema est� resuelto. Se procede al cierre del ticket.,150309
CT SAN JOSE DE LAS LAJAS,Quivican,CAM QUIVICAN,T20221002211055079,AP 1 del Parque de Quivic�n fuera de servicio,02/10/2022 09:10:00 p.�m.,06/10/2022 11:00:00 p.�m.,Acceso,Access Point (AP),ACCESS POINT (AP),Mantenimiento a los Sistemas de Microondas y Radio Enlaces principales y secundarios analogicos,HW,0,1,0,0,0,0,0,0,0,0,0,CERRADO,Se determina que el puerto del LSW est� averiado. Se cambia al puerto 5 del LSW quedando OK,AP 1 del Parque de Quivic�n fuera de servicio.,Se determina que el puerto del LSW est� averiado. Se cambia al puerto 5 del LSW quedando OK,5870
CT SAN JOSE DE LAS LAJAS,Bejucal,CAGUAZO,T20221002151431003,RBS CAGUAZO fuera de servicio,01/10/2022 03:14:00 p.�m.,01/10/2022 08:00:00 p.�m.,Acceso,RBS 2106,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al sitio,RBS CAGUAZO fuera de servicio por fallo de AC interno,Retorno AC al sitio,286
CT SAN JOSE DE LAS LAJAS,Bejucal,COMUNITARIA BEJUCAL,T20221002151809006,RBS LTE COMUNITARIA BEJUCAL fuera de servicio,30/09/2022 12:30:00 p.�m.,05/10/2022 06:15:00 p.�m.,Acceso,RBS 6301,RADIOBASE,Movil,SW,1,0,0,0,0,0,0,0,0,0,0,CERRADO,Se integra un scrip nuevo.,"RBS LTE COMUNITARIA BEJUCAL fuera de servicio, al restablecer el sevicio de AC se queda interrumpida la RBS.",Se reintegra un scrip nuevo ,7545
CT GUINES,GUINES,CONSEJO POPULAR NO. 1 GN,T20220929144418067,Sitio fuera de servicio por fallo de AC,29/09/2022 02:40:00 p.�m.,29/09/2022 03:00:00 p.�m.,Core,Outdoor AXE,AXE,URA,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al sitio.,Sitio fuera de servicio por fallo de AC,Retorno AC al sitio.,20
CT SAN JOSE DE LAS LAJAS,QUIVICAN,TIT�N,T20220929122313049,Rectificador averiado,29/09/2022 12:23:00 p.�m.,29/09/2022 03:00:00 p.�m.,"Energetica, Climatizacion y SPI",PS 1006,GAMATRONIC,Rectificadores Conmutados,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Repracion de protecciones electricas,"Rectificador averiado, chequeado por Intervenci�n SJ. Notificado a Energ�tica",Reparacion de las protecciones electricas,157
